"Index","Date","Open","High","Low","Close","Volume","Adjusted"
1,2005-01-03,28.32,28.32,28.32,28.32,0,16.13213
2,2005-01-04,27.75,27.75,27.75,27.75,0,15.807437
3,2005-01-05,27.629999,27.629999,27.629999,27.629999,0,15.73908
4,2005-01-06,27.67,27.67,27.67,27.67,0,15.761866
5,2005-01-07,27.709999,27.709999,27.709999,27.709999,0,15.784651
6,2005-01-10,27.77,27.77,27.77,27.77,0,15.81883
7,2005-01-11,27.559999,27.559999,27.559999,27.559999,0,15.699205
8,2005-01-12,27.68,27.68,27.68,27.68,0,15.767562
9,2005-01-13,27.559999,27.559999,27.559999,27.559999,0,15.699205
10,2005-01-14,27.790001,27.790001,27.790001,27.790001,0,15.830223
11,2005-01-18,27.93,27.93,27.93,27.93,0,15.909972
12,2005-01-19,27.690001,27.690001,27.690001,27.690001,0,15.773259
13,2005-01-20,27.17,27.17,27.17,27.17,0,15.477047
14,2005-01-21,27.08,27.08,27.08,27.08,0,15.42578
15,2005-01-24,26.83,26.83,26.83,26.83,0,15.28337
16,2005-01-25,26.860001,26.860001,26.860001,26.860001,0,15.30046
17,2005-01-26,27.1,27.1,27.1,27.1,0,15.437173
18,2005-01-27,27.030001,27.030001,27.030001,27.030001,0,15.397298
19,2005-01-28,27.030001,27.030001,27.030001,27.030001,0,15.397298
20,2005-01-31,27.309999,27.309999,27.309999,27.309999,0,15.556796
21,2005-02-01,27.43,27.43,27.43,27.43,0,15.625153
22,2005-02-02,27.610001,27.610001,27.610001,27.610001,0,15.727688
23,2005-02-03,27.540001,27.540001,27.540001,27.540001,0,15.687813
24,2005-02-04,27.799999,27.799999,27.799999,27.799999,0,15.835918
25,2005-02-07,27.719999,27.719999,27.719999,27.719999,0,15.790347
26,2005-02-08,27.74,27.74,27.74,27.74,0,15.80174
27,2005-02-09,27.559999,27.559999,27.559999,27.559999,0,15.699205
28,2005-02-10,27.459999,27.459999,27.459999,27.459999,0,15.642241
29,2005-02-11,27.57,27.57,27.57,27.57,0,15.704902
30,2005-02-14,27.68,27.68,27.68,27.68,0,15.767562
31,2005-02-15,27.85,27.85,27.85,27.85,0,15.864401
32,2005-02-16,27.860001,27.860001,27.860001,27.860001,0,15.870097
33,2005-02-17,27.68,27.68,27.68,27.68,0,15.767562
34,2005-02-18,27.74,27.74,27.74,27.74,0,15.80174
35,2005-02-22,27.6,27.6,27.6,27.6,0,15.721991
36,2005-02-23,27.540001,27.540001,27.540001,27.540001,0,15.687813
37,2005-02-24,27.66,27.66,27.66,27.66,0,15.756169
38,2005-02-25,27.799999,27.799999,27.799999,27.799999,0,15.835918
39,2005-02-28,27.700001,27.700001,27.700001,27.700001,0,15.778955
40,2005-03-01,27.950001,27.950001,27.950001,27.950001,0,15.921365
41,2005-03-02,27.950001,27.950001,27.950001,27.950001,0,15.921365
42,2005-03-03,27.969999,27.969999,27.969999,27.969999,0,15.932757
