"Index","TRSGX.Open","TRSGX.High","TRSGX.Low","TRSGX.Close","TRSGX.Volume","TRSGX.Adjusted"
2011-09-21,21.440001,21.440001,21.440001,21.440001,0,16.671678
2011-09-22,20.73,20.73,20.73,20.73,0,16.119583
2011-09-23,20.84,20.84,20.84,20.84,0,16.205119
2011-09-26,21.17,21.17,21.17,21.17,0,16.461726
2011-09-27,21.440001,21.440001,21.440001,21.440001,0,16.671678
2011-09-28,21.030001,21.030001,21.030001,21.030001,0,16.352863
2011-09-29,21.16,21.16,21.16,21.16,0,16.45395
2011-09-30,20.629999,20.629999,20.629999,20.629999,0,16.041823
2011-10-03,20.059999,20.059999,20.059999,20.059999,0,15.598593
2011-10-04,20.43,20.43,20.43,20.43,0,15.886305
2011-10-05,20.780001,20.780001,20.780001,20.780001,0,16.158464
2011-10-06,21.219999,21.219999,21.219999,21.219999,0,16.500605
2011-10-07,21.059999,21.059999,21.059999,21.059999,0,16.37619
2011-10-10,21.76,21.76,21.76,21.76,0,16.920509
2011-10-11,21.780001,21.780001,21.780001,21.780001,0,16.936061
2011-10-12,22.049999,22.049999,22.049999,22.049999,0,17.146011
2011-10-13,22.040001,22.040001,22.040001,22.040001,0,17.138236
2011-10-14,22.389999,22.389999,22.389999,22.389999,0,17.410394
2011-10-17,22,22,22,22,0,17.107132
2011-10-18,22.370001,22.370001,22.370001,22.370001,0,17.394843
2011-10-19,22.040001,22.040001,22.040001,22.040001,0,17.138236
2011-10-20,22.059999,22.059999,22.059999,22.059999,0,17.153787
2011-10-21,22.469999,22.469999,22.469999,22.469999,0,17.472602
2011-10-24,22.870001,22.870001,22.870001,22.870001,0,17.783642
2011-10-25,22.450001,22.450001,22.450001,22.450001,0,17.457051
2011-10-26,22.65,22.65,22.65,22.65,0,17.612569
2011-10-27,23.5,23.5,23.5,23.5,0,18.273527
2011-10-28,23.51,23.51,23.51,23.51,0,18.281303
2011-10-31,22.9,22.9,22.9,22.9,0,17.806969
2011-11-01,22.32,22.32,22.32,22.32,0,17.355962
2011-11-02,22.68,22.68,22.68,22.68,0,17.635898
2011-11-03,23.059999,23.059999,23.059999,23.059999,0,17.931384
2011-11-04,22.959999,22.959999,22.959999,22.959999,0,17.853624
2011-11-07,23.040001,23.040001,23.040001,23.040001,0,17.915833
2011-11-08,23.27,23.27,23.27,23.27,0,18.09468
2011-11-09,22.450001,22.450001,22.450001,22.450001,0,17.457051
2011-11-10,22.58,22.58,22.58,22.58,0,17.558138
2011-11-11,23,23,23,23,0,17.884728
2011-11-14,22.799999,22.799999,22.799999,22.799999,0,17.729209
2011-11-15,22.860001,22.860001,22.860001,22.860001,0,17.775865
2011-11-16,22.52,22.52,22.52,22.52,0,17.511482
2011-11-17,22.17,22.17,22.17,22.17,0,17.239323
2011-11-18,22.139999,22.139999,22.139999,22.139999,0,17.215995
2011-11-21,21.709999,21.709999,21.709999,21.709999,0,16.881628
2011-11-22,21.639999,21.639999,21.639999,21.639999,0,16.827196
2011-11-23,21.15,21.15,21.15,21.15,0,16.446174
2011-11-25,21.049999,21.049999,21.049999,21.049999,0,16.368414
2011-11-28,21.690001,21.690001,21.690001,21.690001,0,16.866077
2011-11-29,21.719999,21.719999,21.719999,21.719999,0,16.889404
2011-11-30,22.58,22.58,22.58,22.58,0,17.558138
2011-12-01,22.549999,22.549999,22.549999,22.549999,0,17.534809
2011-12-02,22.559999,22.559999,22.559999,22.559999,0,17.542585
2011-12-05,22.76,22.76,22.76,22.76,0,17.698105
2011-12-06,22.709999,22.709999,22.709999,22.709999,0,17.659225
2011-12-07,22.76,22.76,22.76,22.76,0,17.698105
2011-12-08,22.280001,22.280001,22.280001,22.280001,0,17.324859
2011-12-09,22.629999,22.629999,22.629999,22.629999,0,17.597017
2011-12-12,22.26,22.26,22.26,22.26,0,17.309307
2011-12-13,21.639999,21.639999,21.639999,21.639999,0,17.111621
2011-12-14,21.4,21.4,21.4,21.4,0,16.921844
2011-12-15,21.459999,21.459999,21.459999,21.459999,0,16.969288
2011-12-16,21.540001,21.540001,21.540001,21.540001,0,17.032548
2011-12-19,21.290001,21.290001,21.290001,21.290001,0,16.834863
2011-12-20,21.889999,21.889999,21.889999,21.889999,0,17.309306
2011-12-21,21.879999,21.879999,21.879999,21.879999,0,17.301399
2011-12-22,22.049999,22.049999,22.049999,22.049999,0,17.435825
2011-12-23,22.190001,22.190001,22.190001,22.190001,0,17.546529
2011-12-27,22.18,22.18,22.18,22.18,0,17.538622
2011-12-28,21.9,21.9,21.9,21.9,0,17.317214
2011-12-29,22.120001,22.120001,22.120001,22.120001,0,17.491178
2011-12-30,22.1,22.1,22.1,22.1,0,17.475362
2012-01-03,22.1,22.1,22.1,22.1,0,17.475362
2012-01-04,22.469999,22.469999,22.469999,22.469999,0,17.767936
2012-01-05,22.459999,22.459999,22.459999,22.459999,0,17.760028
2012-01-06,22.4,22.4,22.4,22.4,0,17.712584
2012-01-09,22.440001,22.440001,22.440001,22.440001,0,17.744214
2012-01-10,22.700001,22.700001,22.700001,22.700001,0,17.949807
2012-01-11,22.700001,22.700001,22.700001,22.700001,0,17.949807
2012-01-12,22.790001,22.790001,22.790001,22.790001,0,18.020974
2012-01-13,22.67,22.67,22.67,22.67,0,17.926084
2012-01-17,22.790001,22.790001,22.790001,22.790001,0,18.020974
2012-01-18,23.09,23.09,23.09,23.09,0,18.258195
2012-01-19,23.24,23.24,23.24,23.24,0,18.376806
2012-01-20,23.200001,23.200001,23.200001,23.200001,0,18.345177
2012-01-23,23.25,23.25,23.25,23.25,0,18.384714
2012-01-24,23.24,23.24,23.24,23.24,0,18.376806
2012-01-25,23.459999,23.459999,23.459999,23.459999,0,18.550768
2012-01-26,23.41,23.41,23.41,23.41,0,18.511232
2012-01-27,23.459999,23.459999,23.459999,23.459999,0,18.550768
2012-01-30,23.33,23.33,23.33,23.33,0,18.447973
2012-01-31,23.370001,23.370001,23.370001,23.370001,0,18.479603
2012-02-01,23.620001,23.620001,23.620001,23.620001,0,18.677288
2012-02-02,23.68,23.68,23.68,23.68,0,18.724732
2012-02-03,24.02,24.02,24.02,24.02,0,18.993584
2012-02-06,23.98,23.98,23.98,23.98,0,18.961954
2012-02-07,24.02,24.02,24.02,24.02,0,18.993584
2012-02-08,24.09,24.09,24.09,24.09,0,19.048936
2012-02-09,24.139999,24.139999,24.139999,24.139999,0,19.088472
2012-02-10,23.93,23.93,23.93,23.93,0,18.922417
2012-02-13,24.15,24.15,24.15,24.15,0,19.09638
2012-02-14,24.110001,24.110001,24.110001,24.110001,0,19.064751
2012-02-15,24.049999,24.049999,24.049999,24.049999,0,19.017305
2012-02-16,24.280001,24.280001,24.280001,24.280001,0,19.199177
2012-02-17,24.290001,24.290001,24.290001,24.290001,0,19.207084
2012-02-21,24.309999,24.309999,24.309999,24.309999,0,19.222898
2012-02-22,24.26,24.26,24.26,24.26,0,19.183362
2012-02-23,24.35,24.35,24.35,24.35,0,19.254528
2012-02-24,24.43,24.43,24.43,24.43,0,19.317787
2012-02-27,24.41,24.41,24.41,24.41,0,19.301972
2012-02-28,24.540001,24.540001,24.540001,24.540001,0,19.404769
2012-02-29,24.41,24.41,24.41,24.41,0,19.301972
2012-03-01,24.58,24.58,24.58,24.58,0,19.436398
2012-03-02,24.48,24.48,24.48,24.48,0,19.357324
2012-03-05,24.33,24.33,24.33,24.33,0,19.238713
2012-03-06,23.879999,23.879999,23.879999,23.879999,0,18.882879
2012-03-07,24.049999,24.049999,24.049999,24.049999,0,19.017305
2012-03-08,24.370001,24.370001,24.370001,24.370001,0,19.270343
2012-03-09,24.42,24.42,24.42,24.42,0,19.30988
2012-03-12,24.370001,24.370001,24.370001,24.370001,0,19.270343
2012-03-13,24.77,24.77,24.77,24.77,0,19.586639
2012-03-14,24.690001,24.690001,24.690001,24.690001,0,19.52338
2012-03-15,24.83,24.83,24.83,24.83,0,19.634083
2012-03-16,24.889999,24.889999,24.889999,24.889999,0,19.681527
2012-03-19,24.99,24.99,24.99,24.99,0,19.760602
2012-03-20,24.85,24.85,24.85,24.85,0,19.649899
2012-03-21,24.84,24.84,24.84,24.84,0,19.641991
2012-03-22,24.67,24.67,24.67,24.67,0,19.507565
2012-03-23,24.77,24.77,24.77,24.77,0,19.586639
2012-03-26,25.1,25.1,25.1,25.1,0,19.847584
2012-03-27,25.049999,25.049999,25.049999,25.049999,0,19.808046
2012-03-28,24.91,24.91,24.91,24.91,0,19.697343
2012-03-29,24.809999,24.809999,24.809999,24.809999,0,19.618268
2012-03-30,24.9,24.9,24.9,24.9,0,19.689435
2012-04-02,25.09,25.09,25.09,25.09,0,19.839676
2012-04-03,24.99,24.99,24.99,24.99,0,19.760602
2012-04-04,24.66,24.66,24.66,24.66,0,19.499657
2012-04-05,24.690001,24.690001,24.690001,24.690001,0,19.52338
2012-04-09,24.48,24.48,24.48,24.48,0,19.357324
2012-04-10,24.07,24.07,24.07,24.07,0,19.03312
2012-04-11,24.280001,24.280001,24.280001,24.280001,0,19.199177
2012-04-12,24.639999,24.639999,24.639999,24.639999,0,19.483842
2012-04-13,24.34,24.34,24.34,24.34,0,19.246621
2012-04-16,24.299999,24.299999,24.299999,24.299999,0,19.21499
2012-04-17,24.620001,24.620001,24.620001,24.620001,0,19.468029
2012-04-18,24.559999,24.559999,24.559999,24.559999,0,19.420583
2012-04-19,24.440001,24.440001,24.440001,24.440001,0,19.325695
2012-04-20,24.48,24.48,24.48,24.48,0,19.357324
2012-04-23,24.219999,24.219999,24.219999,24.219999,0,19.151731
2012-04-24,24.309999,24.309999,24.309999,24.309999,0,19.222898
2012-04-25,24.639999,24.639999,24.639999,24.639999,0,19.483842
2012-04-26,24.790001,24.790001,24.790001,24.790001,0,19.602455
2012-04-27,24.9,24.9,24.9,24.9,0,19.689435
2012-04-30,24.809999,24.809999,24.809999,24.809999,0,19.618268
2012-05-01,24.879999,24.879999,24.879999,24.879999,0,19.67362
2012-05-02,24.82,24.82,24.82,24.82,0,19.626176
2012-05-03,24.629999,24.629999,24.629999,24.629999,0,19.475935
2012-05-04,24.26,24.26,24.26,24.26,0,19.183362
2012-05-07,24.27,24.27,24.27,24.27,0,19.191269
2012-05-08,24.1,24.1,24.1,24.1,0,19.056843
2012-05-09,23.959999,23.959999,23.959999,23.959999,0,18.946139
2012-05-10,24,24,24,24,0,18.977769
2012-05-11,23.93,23.93,23.93,23.93,0,18.922417
2012-05-14,23.629999,23.629999,23.629999,23.629999,0,18.685194
2012-05-15,23.469999,23.469999,23.469999,23.469999,0,18.558676
2012-05-16,23.33,23.33,23.33,23.33,0,18.447973
2012-05-17,22.99,22.99,22.99,22.99,0,18.179121
2012-05-18,22.799999,22.799999,22.799999,22.799999,0,18.02888
2012-05-21,23.190001,23.190001,23.190001,23.190001,0,18.33727
2012-05-22,23.18,23.18,23.18,23.18,0,18.329362
2012-05-23,23.16,23.16,23.16,23.16,0,18.313547
2012-05-24,23.15,23.15,23.15,23.15,0,18.305639
2012-05-25,23.110001,23.110001,23.110001,23.110001,0,18.27401
2012-05-29,23.35,23.35,23.35,23.35,0,18.463788
2012-05-30,23,23,23,23,0,18.187029
2012-05-31,22.99,22.99,22.99,22.99,0,18.179121
2012-06-01,22.450001,22.450001,22.450001,22.450001,0,17.752122
2012-06-04,22.459999,22.459999,22.459999,22.459999,0,17.760028
2012-06-05,22.59,22.59,22.59,22.59,0,17.862825
2012-06-06,23.07,23.07,23.07,23.07,0,18.24238
2012-06-07,23.08,23.08,23.08,23.08,0,18.250288
2012-06-08,23.16,23.16,23.16,23.16,0,18.313547
2012-06-11,22.9,22.9,22.9,22.9,0,18.107954
2012-06-12,23.15,23.15,23.15,23.15,0,18.305639
2012-06-13,22.99,22.99,22.99,22.99,0,18.179121
2012-06-14,23.15,23.15,23.15,23.15,0,18.305639
2012-06-15,23.389999,23.389999,23.389999,23.389999,0,18.495417
2012-06-18,23.459999,23.459999,23.459999,23.459999,0,18.550768
2012-06-19,23.75,23.75,23.75,23.75,0,18.780084
2012-06-20,23.74,23.74,23.74,23.74,0,18.772176
2012-06-21,23.25,23.25,23.25,23.25,0,18.384714
2012-06-22,23.389999,23.389999,23.389999,23.389999,0,18.495417
2012-06-25,23.02,23.02,23.02,23.02,0,18.202844
2012-06-26,23.120001,23.120001,23.120001,23.120001,0,18.281918
2012-06-27,23.290001,23.290001,23.290001,23.290001,0,18.416344
2012-06-28,23.209999,23.209999,23.209999,23.209999,0,18.353083
2012-06-29,23.809999,23.809999,23.809999,23.809999,0,18.827528
2012-07-02,23.91,23.91,23.91,23.91,0,18.906602
2012-07-03,24.08,24.08,24.08,24.08,0,19.041028
2012-07-05,23.98,23.98,23.98,23.98,0,18.961954
2012-07-06,23.76,23.76,23.76,23.76,0,18.787991
2012-07-09,23.68,23.68,23.68,23.68,0,18.724732
2012-07-10,23.530001,23.530001,23.530001,23.530001,0,18.606121
2012-07-11,23.52,23.52,23.52,23.52,0,18.598214
2012-07-12,23.389999,23.389999,23.389999,23.389999,0,18.495417
2012-07-13,23.74,23.74,23.74,23.74,0,18.772176
2012-07-16,23.68,23.68,23.68,23.68,0,18.724732
2012-07-17,23.83,23.83,23.83,23.83,0,18.843343
2012-07-18,23.959999,23.959999,23.959999,23.959999,0,18.946139
2012-07-19,24.09,24.09,24.09,24.09,0,19.048936
2012-07-20,23.82,23.82,23.82,23.82,0,18.835435
2012-07-23,23.57,23.57,23.57,23.57,0,18.63775
2012-07-24,23.370001,23.370001,23.370001,23.370001,0,18.479603
2012-07-25,23.389999,23.389999,23.389999,23.389999,0,18.495417
2012-07-26,23.780001,23.780001,23.780001,23.780001,0,18.803807
2012-07-27,24.219999,24.219999,24.219999,24.219999,0,19.151731
2012-07-30,24.209999,24.209999,24.209999,24.209999,0,19.143824
2012-07-31,24.110001,24.110001,24.110001,24.110001,0,19.064751
2012-08-01,24.049999,24.049999,24.049999,24.049999,0,19.017305
2012-08-02,23.870001,23.870001,23.870001,23.870001,0,18.874973
2012-08-03,24.33,24.33,24.33,24.33,0,19.238713
2012-08-06,24.42,24.42,24.42,24.42,0,19.30988
2012-08-07,24.58,24.58,24.58,24.58,0,19.436398
2012-08-08,24.559999,24.559999,24.559999,24.559999,0,19.420583
2012-08-09,24.59,24.59,24.59,24.59,0,19.444306
2012-08-10,24.610001,24.610001,24.610001,24.610001,0,19.460121
2012-08-13,24.59,24.59,24.59,24.59,0,19.444306
2012-08-14,24.59,24.59,24.59,24.59,0,19.444306
2012-08-15,24.610001,24.610001,24.610001,24.610001,0,19.460121
2012-08-16,24.799999,24.799999,24.799999,24.799999,0,19.610361
2012-08-17,24.85,24.85,24.85,24.85,0,19.649899
2012-08-20,24.84,24.84,24.84,24.84,0,19.641991
2012-08-21,24.82,24.82,24.82,24.82,0,19.626176
2012-08-22,24.84,24.84,24.84,24.84,0,19.641991
2012-08-23,24.690001,24.690001,24.690001,24.690001,0,19.52338
2012-08-24,24.780001,24.780001,24.780001,24.780001,0,19.594547
2012-08-27,24.76,24.76,24.76,24.76,0,19.578732
2012-08-28,24.75,24.75,24.75,24.75,0,19.570824
2012-08-29,24.76,24.76,24.76,24.76,0,19.578732
2012-08-30,24.57,24.57,24.57,24.57,0,19.428491
2012-08-31,24.700001,24.700001,24.700001,24.700001,0,19.531288
2012-09-04,24.66,24.66,24.66,24.66,0,19.499657
2012-09-05,24.620001,24.620001,24.620001,24.620001,0,19.468029
2012-09-06,25.1,25.1,25.1,25.1,0,19.847584
2012-09-07,25.299999,25.299999,25.299999,25.299999,0,20.005731
2012-09-10,25.16,25.16,25.16,25.16,0,19.895028
2012-09-11,25.27,25.27,25.27,25.27,0,19.98201
2012-09-12,25.370001,25.370001,25.370001,25.370001,0,20.061084
2012-09-13,25.719999,25.719999,25.719999,25.719999,0,20.337842
2012-09-14,25.92,25.92,25.92,25.92,0,20.49599
2012-09-17,25.809999,25.809999,25.809999,25.809999,0,20.409009
2012-09-18,25.73,25.73,25.73,25.73,0,20.345749
2012-09-19,25.799999,25.799999,25.799999,25.799999,0,20.401101
2012-09-20,25.690001,25.690001,25.690001,25.690001,0,20.314121
2012-09-21,25.75,25.75,25.75,25.75,0,20.361565
2012-09-24,25.68,25.68,25.68,25.68,0,20.306213
2012-09-25,25.450001,25.450001,25.450001,25.450001,0,20.124343
2012-09-26,25.309999,25.309999,25.309999,25.309999,0,20.013638
2012-09-27,25.559999,25.559999,25.559999,25.559999,0,20.211323
2012-09-28,25.41,25.41,25.41,25.41,0,20.092713
2012-10-01,25.49,25.49,25.49,25.49,0,20.155972
2012-10-02,25.52,25.52,25.52,25.52,0,20.179695
2012-10-03,25.57,25.57,25.57,25.57,0,20.219231
2012-10-04,25.74,25.74,25.74,25.74,0,20.353657
2012-10-05,25.75,25.75,25.75,25.75,0,20.361565
2012-10-08,25.629999,25.629999,25.629999,25.629999,0,20.266675
2012-10-09,25.379999,25.379999,25.379999,25.379999,0,20.06899
2012-10-10,25.280001,25.280001,25.280001,25.280001,0,19.989917
2012-10-11,25.379999,25.379999,25.379999,25.379999,0,20.06899
2012-10-12,25.32,25.32,25.32,25.32,0,20.021546
2012-10-15,25.5,25.5,25.5,25.5,0,20.163879
2012-10-16,25.75,25.75,25.75,25.75,0,20.361565
2012-10-17,25.870001,25.870001,25.870001,25.870001,0,20.456454
2012-10-18,25.799999,25.799999,25.799999,25.799999,0,20.401101
2012-10-19,25.440001,25.440001,25.440001,25.440001,0,20.116435
2012-10-22,25.49,25.49,25.49,25.49,0,20.155972
2012-10-23,25.16,25.16,25.16,25.16,0,19.895028
2012-10-24,25.129999,25.129999,25.129999,25.129999,0,19.871305
2012-10-25,25.18,25.18,25.18,25.18,0,19.910843
2012-10-26,25.17,25.17,25.17,25.17,0,19.902935
2012-10-31,25.190001,25.190001,25.190001,25.190001,0,19.91875
2012-11-01,25.440001,25.440001,25.440001,25.440001,0,20.116435
2012-11-02,25.27,25.27,25.27,25.27,0,19.98201
2012-11-05,25.299999,25.299999,25.299999,25.299999,0,20.005731
2012-11-06,25.450001,25.450001,25.450001,25.450001,0,20.124343
2012-11-07,25.040001,25.040001,25.040001,25.040001,0,19.80014
2012-11-08,24.790001,24.790001,24.790001,24.790001,0,19.602455
2012-11-09,24.83,24.83,24.83,24.83,0,19.634083
2012-11-12,24.84,24.84,24.84,24.84,0,19.641991
2012-11-13,24.75,24.75,24.75,24.75,0,19.570824
2012-11-14,24.459999,24.459999,24.459999,24.459999,0,19.341509
2012-11-15,24.42,24.42,24.42,24.42,0,19.30988
2012-11-16,24.5,24.5,24.5,24.5,0,19.373139
2012-11-19,24.91,24.91,24.91,24.91,0,19.697343
2012-11-20,24.950001,24.950001,24.950001,24.950001,0,19.728973
2012-11-21,25,25,25,25,0,19.768509
2012-11-23,25.32,25.32,25.32,25.32,0,20.021546
2012-11-26,25.280001,25.280001,25.280001,25.280001,0,19.989917
2012-11-27,25.200001,25.200001,25.200001,25.200001,0,19.926658
2012-11-28,25.360001,25.360001,25.360001,25.360001,0,20.053176
2012-11-29,25.52,25.52,25.52,25.52,0,20.179695
2012-11-30,25.52,25.52,25.52,25.52,0,20.179695
2012-12-03,25.469999,25.469999,25.469999,25.469999,0,20.140157
2012-12-04,25.450001,25.450001,25.450001,25.450001,0,20.124343
2012-12-05,25.48,25.48,25.48,25.48,0,20.148064
2012-12-06,25.549999,25.549999,25.549999,25.549999,0,20.203416
2012-12-07,25.58,25.58,25.58,25.58,0,20.227139
2012-12-10,25.610001,25.610001,25.610001,25.610001,0,20.250861
2012-12-11,25.77,25.77,25.77,25.77,0,20.37738
2012-12-12,25.799999,25.799999,25.799999,25.799999,0,20.401101
2012-12-13,25.280001,25.280001,25.280001,25.280001,0,20.312716
2012-12-14,25.26,25.26,25.26,25.26,0,20.296645
2012-12-17,25.459999,25.459999,25.459999,25.459999,0,20.457346
2012-12-18,25.700001,25.700001,25.700001,25.700001,0,20.650189
2012-12-19,25.629999,25.629999,25.629999,25.629999,0,20.593943
2012-12-20,25.75,25.75,25.75,25.75,0,20.690364
2012-12-21,25.549999,25.549999,25.549999,25.549999,0,20.529662
2012-12-24,25.51,25.51,25.51,25.51,0,20.497522
2012-12-26,25.42,25.42,25.42,25.42,0,20.425206
2012-12-27,25.440001,25.440001,25.440001,25.440001,0,20.441277
2012-12-28,25.25,25.25,25.25,25.25,0,20.28861
2012-12-31,25.58,25.58,25.58,25.58,0,20.553768
2013-01-02,26.09,26.09,26.09,26.09,0,20.963558
2013-01-03,26.030001,26.030001,26.030001,26.030001,0,20.915348
2013-01-04,26.139999,26.139999,26.139999,26.139999,0,21.003732
2013-01-07,26.09,26.09,26.09,26.09,0,20.963558
2013-01-08,26.02,26.02,26.02,26.02,0,20.907312
2013-01-09,26.129999,26.129999,26.129999,26.129999,0,20.995697
2013-01-10,26.299999,26.299999,26.299999,26.299999,0,21.132294
2013-01-11,26.290001,26.290001,26.290001,26.290001,0,21.12426
2013-01-14,26.280001,26.280001,26.280001,26.280001,0,21.116225
2013-01-15,26.290001,26.290001,26.290001,26.290001,0,21.12426
2013-01-16,26.26,26.26,26.26,26.26,0,21.100154
2013-01-17,26.379999,26.379999,26.379999,26.379999,0,21.196575
2013-01-18,26.42,26.42,26.42,26.42,0,21.228716
2013-01-22,26.49,26.49,26.49,26.49,0,21.284961
2013-01-23,26.48,26.48,26.48,26.48,0,21.276926
2013-01-24,26.5,26.5,26.5,26.5,0,21.292996
2013-01-25,26.66,26.66,26.66,26.66,0,21.421558
2013-01-28,26.559999,26.559999,26.559999,26.559999,0,21.341206
2013-01-29,26.67,26.67,26.67,26.67,0,21.429593
2013-01-30,26.620001,26.620001,26.620001,26.620001,0,21.389418
2013-01-31,26.58,26.58,26.58,26.58,0,21.357277
2013-02-01,26.790001,26.790001,26.790001,26.790001,0,21.526015
2013-02-04,26.5,26.5,26.5,26.5,0,21.292996
2013-02-05,26.67,26.67,26.67,26.67,0,21.429593
2013-02-06,26.700001,26.700001,26.700001,26.700001,0,21.453699
2013-02-07,26.639999,26.639999,26.639999,26.639999,0,21.405487
2013-02-08,26.790001,26.790001,26.790001,26.790001,0,21.526015
2013-02-11,26.75,26.75,26.75,26.75,0,21.493874
2013-02-12,26.82,26.82,26.82,26.82,0,21.550119
2013-02-13,26.85,26.85,26.85,26.85,0,21.574225
2013-02-14,26.83,26.83,26.83,26.83,0,21.558154
2013-02-15,26.799999,26.799999,26.799999,26.799999,0,21.534048
2013-02-19,26.959999,26.959999,26.959999,26.959999,0,21.66261
2013-02-20,26.65,26.65,26.65,26.65,0,21.413522
2013-02-21,26.450001,26.450001,26.450001,26.450001,0,21.252821
2013-02-22,26.65,26.65,26.65,26.65,0,21.413522
2013-02-25,26.27,26.27,26.27,26.27,0,21.10819
2013-02-26,26.360001,26.360001,26.360001,26.360001,0,21.180506
2013-02-27,26.66,26.66,26.66,26.66,0,21.421558
2013-02-28,26.68,26.68,26.68,26.68,0,21.437628
2013-03-01,26.719999,26.719999,26.719999,26.719999,0,21.469768
2013-03-04,26.799999,26.799999,26.799999,26.799999,0,21.534048
2013-03-05,27.059999,27.059999,27.059999,27.059999,0,21.742961
2013-03-06,27.09,27.09,27.09,27.09,0,21.767067
2013-03-07,27.15,27.15,27.15,27.15,0,21.815277
2013-03-08,27.24,27.24,27.24,27.24,0,21.887593
2013-03-11,27.280001,27.280001,27.280001,27.280001,0,21.919734
2013-03-12,27.24,27.24,27.24,27.24,0,21.887593
2013-03-13,27.219999,27.219999,27.219999,27.219999,0,21.871522
2013-03-14,27.35,27.35,27.35,27.35,0,21.97598
2013-03-15,27.32,27.32,27.32,27.32,0,21.951874
2013-03-18,27.129999,27.129999,27.129999,27.129999,0,21.799206
2013-03-19,27.030001,27.030001,27.030001,27.030001,0,21.718857
2013-03-20,27.190001,27.190001,27.190001,27.190001,0,21.847418
2013-03-21,26.98,26.98,26.98,26.98,0,21.67868
2013-03-22,27.110001,27.110001,27.110001,27.110001,0,21.783137
2013-03-25,27,27,27,27,0,21.694751
2013-03-26,27.16,27.16,27.16,27.16,0,21.823312
2013-03-27,27.16,27.16,27.16,27.16,0,21.823312
2013-03-28,27.26,27.26,27.26,27.26,0,21.903664
2013-04-01,27.129999,27.129999,27.129999,27.129999,0,21.799206
2013-04-02,27.219999,27.219999,27.219999,27.219999,0,21.871522
2013-04-03,26.959999,26.959999,26.959999,26.959999,0,21.66261
2013-04-04,27.049999,27.049999,27.049999,27.049999,0,21.734926
2013-04-05,26.969999,26.969999,26.969999,26.969999,0,21.670645
2013-04-08,27.120001,27.120001,27.120001,27.120001,0,21.791173
2013-04-09,27.190001,27.190001,27.190001,27.190001,0,21.847418
2013-04-10,27.52,27.52,27.52,27.52,0,22.112576
2013-04-11,27.67,27.67,27.67,27.67,0,22.233102
2013-04-12,27.58,27.58,27.58,27.58,0,22.160786
2013-04-15,26.99,26.99,26.99,26.99,0,21.686716
2013-04-16,27.34,27.34,27.34,27.34,0,21.967944
2013-04-17,26.950001,26.950001,26.950001,26.950001,0,21.654576
2013-04-18,26.790001,26.790001,26.790001,26.790001,0,21.526015
2013-04-19,27.049999,27.049999,27.049999,27.049999,0,21.734926
2013-04-22,27.139999,27.139999,27.139999,27.139999,0,21.807242
2013-04-23,27.379999,27.379999,27.379999,27.379999,0,22.000084
2013-04-24,27.459999,27.459999,27.459999,27.459999,0,22.064365
2013-04-25,27.59,27.59,27.59,27.59,0,22.168822
2013-04-26,27.51,27.51,27.51,27.51,0,22.104541
2013-04-29,27.68,27.68,27.68,27.68,0,22.241138
2013-04-30,27.77,27.77,27.77,27.77,0,22.313453
2013-05-01,27.549999,27.549999,27.549999,27.549999,0,22.13668
2013-05-02,27.76,27.76,27.76,27.76,0,22.305418
2013-05-03,28.02,28.02,28.02,28.02,0,22.514331
2013-05-06,28.049999,28.049999,28.049999,28.049999,0,22.538435
2013-05-07,28.200001,28.200001,28.200001,28.200001,0,22.658963
2013-05-08,28.35,28.35,28.35,28.35,0,22.779489
2013-05-09,28.27,28.27,28.27,28.27,0,22.715208
2013-05-10,28.360001,28.360001,28.360001,28.360001,0,22.787524
2013-05-13,28.33,28.33,28.33,28.33,0,22.763418
2013-05-14,28.57,28.57,28.57,28.57,0,22.95626
2013-05-15,28.68,28.68,28.68,28.68,0,23.044647
2013-05-16,28.549999,28.549999,28.549999,28.549999,0,22.94019
2013-05-17,28.780001,28.780001,28.780001,28.780001,0,23.124998
2013-05-20,28.799999,28.799999,28.799999,28.799999,0,23.141067
2013-05-21,28.83,28.83,28.83,28.83,0,23.165173
2013-05-22,28.59,28.59,28.59,28.59,0,22.972331
2013-05-23,28.42,28.42,28.42,28.42,0,22.835734
2013-05-24,28.370001,28.370001,28.370001,28.370001,0,22.795559
2013-05-28,28.51,28.51,28.51,28.51,0,22.90805
2013-05-29,28.32,28.32,28.32,28.32,0,22.755383
2013-05-30,28.450001,28.450001,28.450001,28.450001,0,22.85984
2013-05-31,28.09,28.09,28.09,28.09,0,22.570576
2013-06-03,28.15,28.15,28.15,28.15,0,22.618786
2013-06-04,28.040001,28.040001,28.040001,28.040001,0,22.530401
2013-06-05,27.68,27.68,27.68,27.68,0,22.241138
2013-06-06,27.879999,27.879999,27.879999,27.879999,0,22.401838
2013-06-07,28.15,28.15,28.15,28.15,0,22.618786
2013-06-10,28.17,28.17,28.17,28.17,0,22.634857
2013-06-11,27.860001,27.860001,27.860001,27.860001,0,22.385769
2013-06-12,27.66,27.66,27.66,27.66,0,22.225067
2013-06-13,28.040001,28.040001,28.040001,28.040001,0,22.530401
2013-06-14,27.92,27.92,27.92,27.92,0,22.43398
2013-06-17,28.110001,28.110001,28.110001,28.110001,0,22.586647
2013-06-18,28.26,28.26,28.26,28.26,0,22.707173
