"Index","TRSGX.Open","TRSGX.High","TRSGX.Low","TRSGX.Close","TRSGX.Volume","TRSGX.Adjusted"
2011-02-11,24.09,24.09,24.09,24.09,0,18.732309
2011-02-14,24.18,24.18,24.18,24.18,0,18.802293
2011-02-15,24.129999,24.129999,24.129999,24.129999,0,18.763412
2011-02-16,24.299999,24.299999,24.299999,24.299999,0,18.895604
2011-02-17,24.35,24.35,24.35,24.35,0,18.934485
2011-02-18,24.379999,24.379999,24.379999,24.379999,0,18.957812
2011-02-22,23.84,23.84,23.84,23.84,0,18.53791
2011-02-23,23.719999,23.719999,23.719999,23.719999,0,18.444598
2011-02-24,23.74,23.74,23.74,23.74,0,18.46015
2011-02-25,24.01,24.01,24.01,24.01,0,18.670102
2011-02-28,24.129999,24.129999,24.129999,24.129999,0,18.763412
2011-03-01,23.809999,23.809999,23.809999,23.809999,0,18.514582
2011-03-02,23.889999,23.889999,23.889999,23.889999,0,18.576789
2011-03-03,24.24,24.24,24.24,24.24,0,18.848948
2011-03-04,24.110001,24.110001,24.110001,24.110001,0,18.747862
2011-03-07,23.91,23.91,23.91,23.91,0,18.592342
2011-03-08,24.049999,24.049999,24.049999,24.049999,0,18.701205
2011-03-09,24,24,24,24,0,18.662325
2011-03-10,23.58,23.58,23.58,23.58,0,18.335735
2011-03-11,23.709999,23.709999,23.709999,23.709999,0,18.436822
2011-03-14,23.58,23.58,23.58,23.58,0,18.335735
2011-03-15,23.33,23.33,23.33,23.33,0,18.141335
2011-03-16,22.99,22.99,22.99,22.99,0,17.876952
2011-03-17,23.27,23.27,23.27,23.27,0,18.09468
2011-03-18,23.379999,23.379999,23.379999,23.379999,0,18.180215
2011-03-21,23.690001,23.690001,23.690001,23.690001,0,18.421271
2011-03-22,23.610001,23.610001,23.610001,23.610001,0,18.359063
2011-03-23,23.67,23.67,23.67,23.67,0,18.405718
2011-03-24,23.870001,23.870001,23.870001,23.870001,0,18.561238
2011-03-25,23.91,23.91,23.91,23.91,0,18.592342
2011-03-28,23.84,23.84,23.84,23.84,0,18.53791
2011-03-29,23.99,23.99,23.99,23.99,0,18.654549
2011-03-30,24.16,24.16,24.16,24.16,0,18.786741
2011-03-31,24.129999,24.129999,24.129999,24.129999,0,18.763412
2011-04-01,24.280001,24.280001,24.280001,24.280001,0,18.880053
2011-04-04,24.299999,24.299999,24.299999,24.299999,0,18.895604
2011-04-05,24.26,24.26,24.26,24.26,0,18.864501
2011-04-06,24.290001,24.290001,24.290001,24.290001,0,18.887829
2011-04-07,24.25,24.25,24.25,24.25,0,18.856725
2011-04-08,24.209999,24.209999,24.209999,24.209999,0,18.82562
2011-04-11,24.120001,24.120001,24.120001,24.120001,0,18.755638
2011-04-12,23.93,23.93,23.93,23.93,0,18.607894
2011-04-13,24,24,24,24,0,18.662325
2011-04-14,23.99,23.99,23.99,23.99,0,18.654549
2011-04-15,24.049999,24.049999,24.049999,24.049999,0,18.701205
2011-04-18,23.790001,23.790001,23.790001,23.790001,0,18.499031
2011-04-19,23.92,23.92,23.92,23.92,0,18.600118
2011-04-20,24.26,24.26,24.26,24.26,0,18.864501
2011-04-21,24.389999,24.389999,24.389999,24.389999,0,18.965588
2011-04-25,24.370001,24.370001,24.370001,24.370001,0,18.950037
2011-04-26,24.530001,24.530001,24.530001,24.530001,0,19.074452
2011-04-27,24.68,24.68,24.68,24.68,0,19.191092
2011-04-28,24.77,24.77,24.77,24.77,0,19.261075
2011-04-29,24.84,24.84,24.84,24.84,0,19.315507
2011-05-02,24.809999,24.809999,24.809999,24.809999,0,19.292178
2011-05-03,24.68,24.68,24.68,24.68,0,19.191092
2011-05-04,24.5,24.5,24.5,24.5,0,19.051124
2011-05-05,24.299999,24.299999,24.299999,24.299999,0,18.895604
2011-05-06,24.389999,24.389999,24.389999,24.389999,0,18.965588
2011-05-09,24.48,24.48,24.48,24.48,0,19.035572
2011-05-10,24.66,24.66,24.66,24.66,0,19.175539
2011-05-11,24.42,24.42,24.42,24.42,0,18.988916
2011-05-12,24.49,24.49,24.49,24.49,0,19.043348
2011-05-13,24.280001,24.280001,24.280001,24.280001,0,18.880053
2011-05-16,24.139999,24.139999,24.139999,24.139999,0,18.771188
2011-05-17,24.15,24.15,24.15,24.15,0,18.778965
2011-05-18,24.360001,24.360001,24.360001,24.360001,0,18.942261
2011-05-19,24.42,24.42,24.42,24.42,0,18.988916
2011-05-20,24.27,24.27,24.27,24.27,0,18.872277
2011-05-23,23.940001,23.940001,23.940001,23.940001,0,18.61567
2011-05-24,23.950001,23.950001,23.950001,23.950001,0,18.623446
2011-05-25,24.049999,24.049999,24.049999,24.049999,0,18.701205
2011-05-26,24.190001,24.190001,24.190001,24.190001,0,18.810069
2011-05-27,24.33,24.33,24.33,24.33,0,18.918932
2011-05-31,24.59,24.59,24.59,24.59,0,19.121108
2011-06-01,24.120001,24.120001,24.120001,24.120001,0,18.755638
2011-06-02,24.15,24.15,24.15,24.15,0,18.778965
2011-06-03,23.969999,23.969999,23.969999,23.969999,0,18.638997
2011-06-06,23.73,23.73,23.73,23.73,0,18.452374
2011-06-07,23.77,23.77,23.77,23.77,0,18.483478
2011-06-08,23.620001,23.620001,23.620001,23.620001,0,18.366839
2011-06-09,23.76,23.76,23.76,23.76,0,18.475702
2011-06-10,23.42,23.42,23.42,23.42,0,18.211319
2011-06-13,23.42,23.42,23.42,23.42,0,18.211319
2011-06-14,23.690001,23.690001,23.690001,23.690001,0,18.421271
2011-06-15,23.280001,23.280001,23.280001,23.280001,0,18.102456
2011-06-16,23.23,23.23,23.23,23.23,0,18.063575
2011-06-17,23.290001,23.290001,23.290001,23.290001,0,18.110232
2011-06-20,23.34,23.34,23.34,23.34,0,18.149112
2011-06-21,23.709999,23.709999,23.709999,23.709999,0,18.436822
2011-06-22,23.57,23.57,23.57,23.57,0,18.327958
2011-06-23,23.52,23.52,23.52,23.52,0,18.289079
2011-06-24,23.32,23.32,23.32,23.32,0,18.133559
2011-06-27,23.49,23.49,23.49,23.49,0,18.265751
2011-06-28,23.790001,23.790001,23.790001,23.790001,0,18.499031
2011-06-29,24.030001,24.030001,24.030001,24.030001,0,18.685654
2011-06-30,24.24,24.24,24.24,24.24,0,18.848948
2011-07-01,24.559999,24.559999,24.559999,24.559999,0,19.097779
2011-07-05,24.549999,24.549999,24.549999,24.549999,0,19.090003
2011-07-06,24.540001,24.540001,24.540001,24.540001,0,19.082228
2011-07-07,24.76,24.76,24.76,24.76,0,19.253299
2011-07-08,24.610001,24.610001,24.610001,24.610001,0,19.13666
2011-07-11,24.139999,24.139999,24.139999,24.139999,0,18.771188
2011-07-12,24.02,24.02,24.02,24.02,0,18.677878
2011-07-13,24.18,24.18,24.18,24.18,0,18.802293
2011-07-14,24,24,24,24,0,18.662325
2011-07-15,24.16,24.16,24.16,24.16,0,18.786741
2011-07-18,23.940001,23.940001,23.940001,23.940001,0,18.61567
2011-07-19,24.27,24.27,24.27,24.27,0,18.872277
2011-07-20,24.309999,24.309999,24.309999,24.309999,0,18.90338
2011-07-21,24.6,24.6,24.6,24.6,0,19.128884
2011-07-22,24.66,24.66,24.66,24.66,0,19.175539
2011-07-25,24.549999,24.549999,24.549999,24.549999,0,19.090003
2011-07-26,24.549999,24.549999,24.549999,24.549999,0,19.090003
2011-07-27,24.09,24.09,24.09,24.09,0,18.732309
2011-07-28,24.040001,24.040001,24.040001,24.040001,0,18.69343
2011-07-29,23.969999,23.969999,23.969999,23.969999,0,18.638997
2011-08-01,23.879999,23.879999,23.879999,23.879999,0,18.569013
2011-08-02,23.309999,23.309999,23.309999,23.309999,0,18.125783
2011-08-03,23.41,23.41,23.41,23.41,0,18.203543
2011-08-04,22.32,22.32,22.32,22.32,0,17.355962
2011-08-05,22.24,22.24,22.24,22.24,0,17.293755
2011-08-08,20.889999,20.889999,20.889999,20.889999,0,16.243999
2011-08-09,21.870001,21.870001,21.870001,21.870001,0,17.006045
2011-08-10,21.030001,21.030001,21.030001,21.030001,0,16.352863
2011-08-11,21.83,21.83,21.83,21.83,0,16.97494
2011-08-12,21.969999,21.969999,21.969999,21.969999,0,17.083803
2011-08-15,22.4,22.4,22.4,22.4,0,17.41817
2011-08-16,22.15,22.15,22.15,22.15,0,17.223771
2011-08-17,22.190001,22.190001,22.190001,22.190001,0,17.254875
2011-08-18,21.24,21.24,21.24,21.24,0,16.516158
2011-08-19,20.950001,20.950001,20.950001,20.950001,0,16.290655
2011-08-22,20.969999,20.969999,20.969999,20.969999,0,16.306206
2011-08-23,21.6,21.6,21.6,21.6,0,16.796093
2011-08-24,21.780001,21.780001,21.780001,21.780001,0,16.936061
2011-08-25,21.469999,21.469999,21.469999,21.469999,0,16.695005
2011-08-26,21.799999,21.799999,21.799999,21.799999,0,16.951612
2011-08-29,22.33,22.33,22.33,22.33,0,17.363739
2011-08-30,22.4,22.4,22.4,22.4,0,17.41817
2011-08-31,22.57,22.57,22.57,22.57,0,17.550362
2011-09-01,22.379999,22.379999,22.379999,22.379999,0,17.402618
2011-09-02,21.870001,21.870001,21.870001,21.870001,0,17.006045
2011-09-06,21.639999,21.639999,21.639999,21.639999,0,16.827196
2011-09-07,22.219999,22.219999,22.219999,22.219999,0,17.278202
2011-09-08,21.98,21.98,21.98,21.98,0,17.091579
2011-09-09,21.43,21.43,21.43,21.43,0,16.663902
2011-09-12,21.469999,21.469999,21.469999,21.469999,0,16.695005
2011-09-13,21.66,21.66,21.66,21.66,0,16.842749
2011-09-14,21.9,21.9,21.9,21.9,0,17.029372
2011-09-15,22.24,22.24,22.24,22.24,0,17.293755
2011-09-16,22.309999,22.309999,22.309999,22.309999,0,17.348186
2011-09-19,22.059999,22.059999,22.059999,22.059999,0,17.153787
2011-09-20,22,22,22,22,0,17.107132
