Date,Close,Low,High
2/1/2017,76.97,74.07,77.16
1/1/2017,74.03,73.27,74.65
12/1/2016,72.65,70.99,73.65
11/1/2016,71.24,67.41,71.67
10/1/2016,68.70,68.68,69.87
9/1/2016,69.97,68.56,70.47
8/1/2016,69.96,69.33,70.49
7/1/2016,69.86,67.06,69.89
6/1/2016,67.37,64.19,67.95
5/1/2016,67.20,65.33,67.26
4/1/2016,66.01,65.23,67.19
3/1/2016,65.76,63.05,65.89
2/1/2016,61.58,58.22,62.19
