Date,Open,High,Low,Close,Adj Close,Volume
2005-01-03,32.549999,32.549999,32.549999,32.549999,32.549999,0
2005-01-04,32.220001,32.220001,32.220001,32.220001,32.220001,0
2005-01-05,32.040001,32.040001,32.040001,32.040001,32.040001,0
2005-01-06,31.799999,31.799999,31.799999,31.799999,31.799999,0
2005-01-07,31.879999,31.879999,31.879999,31.879999,31.879999,0
2005-01-10,31.940001,31.940001,31.940001,31.940001,31.940001,0
2005-01-11,32.060001,32.060001,32.060001,32.060001,32.060001,0
2005-01-12,32.189999,32.189999,32.189999,32.189999,32.189999,0
2005-01-13,32.299999,32.299999,32.299999,32.299999,32.299999,0
2005-01-14,32.250000,32.250000,32.250000,32.250000,32.250000,0
2005-01-18,32.430000,32.430000,32.430000,32.430000,32.430000,0
2005-01-19,32.360001,32.360001,32.360001,32.360001,32.360001,0
2005-01-20,32.110001,32.110001,32.110001,32.110001,32.110001,0
2005-01-21,32.270000,32.270000,32.270000,32.270000,32.270000,0
2005-01-24,32.320000,32.320000,32.320000,32.320000,32.320000,0
2005-01-25,32.240002,32.240002,32.240002,32.240002,32.240002,0
2005-01-26,32.590000,32.590000,32.590000,32.590000,32.590000,0
2005-01-27,32.700001,32.700001,32.700001,32.700001,32.700001,0
2005-01-28,32.759998,32.759998,32.759998,32.759998,32.759998,0
2005-01-31,33.029999,33.029999,33.029999,33.029999,33.029999,0
2005-02-01,33.099998,33.099998,33.099998,33.099998,33.099998,0
2005-02-02,33.230000,33.230000,33.230000,33.230000,33.230000,0
2005-02-03,33.230000,33.230000,33.230000,33.230000,33.230000,0
2005-02-04,33.400002,33.400002,33.400002,33.400002,33.400002,0
2005-02-07,33.200001,33.200001,33.200001,33.200001,33.200001,0
2005-02-08,33.139999,33.139999,33.139999,33.139999,33.139999,0
2005-02-09,33.119999,33.119999,33.119999,33.119999,33.119999,0
2005-02-10,33.330002,33.330002,33.330002,33.330002,33.330002,0
2005-02-11,33.560001,33.560001,33.560001,33.560001,33.560001,0
2005-02-14,33.799999,33.799999,33.799999,33.799999,33.799999,0
2005-02-15,33.799999,33.799999,33.799999,33.799999,33.799999,0
2005-02-16,33.630001,33.630001,33.630001,33.630001,33.630001,0
2005-02-17,33.700001,33.700001,33.700001,33.700001,33.700001,0
2005-02-18,33.790001,33.790001,33.790001,33.790001,33.790001,0
2005-02-22,33.950001,33.950001,33.950001,33.950001,33.950001,0
2005-02-23,33.830002,33.830002,33.830002,33.830002,33.830002,0
2005-02-24,33.880001,33.880001,33.880001,33.880001,33.880001,0
2005-02-25,34.150002,34.150002,34.150002,34.150002,34.150002,0
2005-02-28,34.369999,34.369999,34.369999,34.369999,34.369999,0
2005-03-01,34.369999,34.369999,34.369999,34.369999,34.369999,0
2005-03-02,34.299999,34.299999,34.299999,34.299999,34.299999,0
2005-03-03,34.400002,34.400002,34.400002,34.400002,34.400002,0
2005-03-04,34.779999,34.779999,34.779999,34.779999,34.779999,0
2005-03-07,34.720001,34.720001,34.720001,34.720001,34.720001,0
2005-03-08,34.990002,34.990002,34.990002,34.990002,34.990002,0
2005-03-09,34.919998,34.919998,34.919998,34.919998,34.919998,0
2005-03-10,34.900002,34.900002,34.900002,34.900002,34.900002,0
2005-03-11,35.020000,35.020000,35.020000,35.020000,35.020000,0
2005-03-14,34.770000,34.770000,34.770000,34.770000,34.770000,0
2005-03-15,34.540001,34.540001,34.540001,34.540001,34.540001,0
2005-03-16,34.650002,34.650002,34.650002,34.650002,34.650002,0
2005-03-17,34.540001,34.540001,34.540001,34.540001,34.540001,0
2005-03-18,34.599998,34.599998,34.599998,34.599998,34.599998,0
2005-03-21,34.209999,34.209999,34.209999,34.209999,34.209999,0
2005-03-22,34.040001,34.040001,34.040001,34.040001,34.040001,0
2005-03-23,33.389999,33.389999,33.389999,33.389999,33.389999,0
2005-03-24,33.349998,33.349998,33.349998,33.349998,33.349998,0
2005-03-28,33.270000,33.270000,33.270000,33.270000,33.270000,0
2005-03-29,32.959999,32.959999,32.959999,32.959999,32.959999,0
2005-03-30,33.090000,33.090000,33.090000,33.090000,33.090000,0
2005-03-31,33.380001,33.380001,33.380001,33.380001,33.380001,0
2005-04-01,33.480000,33.480000,33.480000,33.480000,33.480000,0
2005-04-04,33.290001,33.290001,33.290001,33.290001,33.290001,0
2005-04-05,33.330002,33.330002,33.330002,33.330002,33.330002,0
2005-04-06,33.450001,33.450001,33.450001,33.450001,33.450001,0
2005-04-07,33.599998,33.599998,33.599998,33.599998,33.599998,0
2005-04-08,33.700001,33.700001,33.700001,33.700001,33.700001,0
2005-04-11,33.750000,33.750000,33.750000,33.750000,33.750000,0
2005-04-12,33.630001,33.630001,33.630001,33.630001,33.630001,0
2005-04-13,33.720001,33.720001,33.720001,33.720001,33.720001,0
2005-04-14,33.349998,33.349998,33.349998,33.349998,33.349998,0
2005-04-15,33.020000,33.020000,33.020000,33.020000,33.020000,0
2005-04-18,32.560001,32.560001,32.560001,32.560001,32.560001,0
2005-04-19,32.939999,32.939999,32.939999,32.939999,32.939999,0
2005-04-20,32.889999,32.889999,32.889999,32.889999,32.889999,0
2005-04-21,33.160000,33.160000,33.160000,33.160000,33.160000,0
2005-04-22,33.279999,33.279999,33.279999,33.279999,33.279999,0
