Date,Close,Low,High
2/1/2017,$18.24 ,$17.59 ,$18.32 
1/1/2017,$17.59 ,$17.40 ,$17.75 
12/1/2016,$17.26 ,$16.88 ,$17.51 
11/1/2016,$16.95 ,$15.92 ,$17.07 
10/1/2016,$16.23 ,$16.22 ,$16.56 
9/1/2016,$16.58 ,$16.25 ,$16.73 
8/1/2016,$16.58 ,$16.36 ,$16.70 
7/1/2016,$16.51 ,$15.77 ,$16.51 
6/1/2016,$15.87 ,$15.10 ,$16.11 
5/1/2016,$15.90 ,$15.39 ,$15.90 
4/1/2016,$15.61 ,$15.36 ,$15.87 
3/1/2016,$15.50 ,$14.83 ,$15.52 
2/1/2016,$14.49 ,$13.57 ,$14.59 
