"Index","Date","Open","High","Low","Close","Volume","Adjusted"
1,2010-01-04,27.91,27.91,27.91,27.91,0,23.052312
2,2010-01-05,27.940001,27.940001,27.940001,27.940001,0,23.077091
3,2010-01-06,27.85,27.85,27.85,27.85,0,23.002755
4,2010-01-07,27.870001,27.870001,27.870001,27.870001,0,23.019274
5,2010-01-08,28.030001,28.030001,28.030001,28.030001,0,23.151427
6,2010-01-11,27.99,27.99,27.99,27.99,0,23.118388
7,2010-01-12,27.629999,27.629999,27.629999,27.629999,0,22.821045
8,2010-01-13,27.9,27.9,27.9,27.9,0,23.044052
9,2010-01-14,27.959999,27.959999,27.959999,27.959999,0,23.093609
10,2010-01-15,27.67,27.67,27.67,27.67,0,22.854083
11,2010-01-19,27.950001,27.950001,27.950001,27.950001,0,23.085351
12,2010-01-20,27.6,27.6,27.6,27.6,0,22.796267
13,2010-01-21,27.15,27.15,27.15,27.15,0,22.424588
14,2010-01-22,26.42,26.42,26.42,26.42,0,21.821644
15,2010-01-25,26.540001,26.540001,26.540001,26.540001,0,21.920759
16,2010-01-26,26.360001,26.360001,26.360001,26.360001,0,21.772087
17,2010-01-27,26.610001,26.610001,26.610001,26.610001,0,21.978575
18,2010-01-28,26.18,26.18,26.18,26.18,0,21.623416
19,2010-01-29,25.879999,25.879999,25.879999,25.879999,0,21.375629
20,2010-02-01,26.209999,26.209999,26.209999,26.209999,0,21.648193
21,2010-02-02,26.389999,26.389999,26.389999,26.389999,0,21.796865
22,2010-02-03,26.360001,26.360001,26.360001,26.360001,0,21.772087
23,2010-02-04,25.51,25.51,25.51,25.51,0,21.070028
24,2010-02-05,25.57,25.57,25.57,25.57,0,21.119585
25,2010-02-08,25.43,25.43,25.43,25.43,0,21.003952
26,2010-02-09,25.74,25.74,25.74,25.74,0,21.259996
27,2010-02-10,25.77,25.77,25.77,25.77,0,21.284776
28,2010-02-11,26.129999,26.129999,26.129999,26.129999,0,21.582117
29,2010-02-12,26.129999,26.129999,26.129999,26.129999,0,21.582117
30,2010-02-16,26.530001,26.530001,26.530001,26.530001,0,21.912499
31,2010-02-17,26.65,26.65,26.65,26.65,0,22.011612
32,2010-02-18,26.790001,26.790001,26.790001,26.790001,0,22.127247
33,2010-02-19,26.82,26.82,26.82,26.82,0,22.152024
34,2010-02-22,26.77,26.77,26.77,26.77,0,22.110727
35,2010-02-23,26.379999,26.379999,26.379999,26.379999,0,21.788605
36,2010-02-24,26.6,26.6,26.6,26.6,0,21.970315
37,2010-02-25,26.6,26.6,26.6,26.6,0,21.970315
38,2010-02-26,26.700001,26.700001,26.700001,26.700001,0,22.052911
39,2010-03-01,27.08,27.08,27.08,27.08,0,22.366772
40,2010-03-02,27.23,27.23,27.23,27.23,0,22.490664
41,2010-03-03,27.24,27.24,27.24,27.24,0,22.498924
42,2010-03-04,27.4,27.4,27.4,27.4,0,22.631076
43,2010-03-05,27.85,27.85,27.85,27.85,0,23.002755
44,2010-03-08,27.83,27.83,27.83,27.83,0,22.986236
45,2010-03-09,27.9,27.9,27.9,27.9,0,23.044052
46,2010-03-10,28.120001,28.120001,28.120001,28.120001,0,23.225762
47,2010-03-11,28.27,28.27,28.27,28.27,0,23.349655
48,2010-03-12,28.280001,28.280001,28.280001,28.280001,0,23.357915
49,2010-03-15,28.200001,28.200001,28.200001,28.200001,0,23.291838
50,2010-03-16,28.360001,28.360001,28.360001,28.360001,0,23.423991
51,2010-03-17,28.49,28.49,28.49,28.49,0,23.531364
52,2010-03-18,28.459999,28.459999,28.459999,28.459999,0,23.506584
53,2010-03-19,28.290001,28.290001,28.290001,28.290001,0,23.366174
54,2010-03-22,28.450001,28.450001,28.450001,28.450001,0,23.498326
55,2010-03-23,28.59,28.59,28.59,28.59,0,23.613959
56,2010-03-24,28.43,28.43,28.43,28.43,0,23.481807
57,2010-03-25,28.41,28.41,28.41,28.41,0,23.465288
58,2010-03-26,28.450001,28.450001,28.450001,28.450001,0,23.498326
59,2010-03-29,28.629999,28.629999,28.629999,28.629999,0,23.646996
60,2010-03-30,28.790001,28.790001,28.790001,28.790001,0,23.77915
61,2010-03-31,28.690001,28.690001,28.690001,28.690001,0,23.696555
62,2010-04-01,28.85,28.85,28.85,28.85,0,23.828707
63,2010-04-05,29.07,29.07,29.07,29.07,0,24.010416
64,2010-04-06,29.139999,29.139999,29.139999,29.139999,0,24.068232
65,2010-04-07,29,29,29,29,0,23.952599
66,2010-04-08,29.16,29.16,29.16,29.16,0,24.084751
67,2010-04-09,29.32,29.32,29.32,29.32,0,24.216903
68,2010-04-12,29.34,29.34,29.34,29.34,0,24.233423
69,2010-04-13,29.370001,29.370001,29.370001,29.370001,0,24.258202
70,2010-04-14,29.75,29.75,29.75,29.75,0,24.572063
71,2010-04-15,29.83,29.83,29.83,29.83,0,24.638139
72,2010-04-16,29.24,29.24,29.24,29.24,0,24.150827
73,2010-04-19,29.26,29.26,29.26,29.26,0,24.167347
74,2010-04-20,29.559999,29.559999,29.559999,29.559999,0,24.415132
75,2010-04-21,29.6,29.6,29.6,29.6,0,24.448171
76,2010-04-22,29.85,29.85,29.85,29.85,0,24.654658
77,2010-04-23,30.07,30.07,30.07,30.07,0,24.836367
78,2010-04-26,29.93,29.93,29.93,29.93,0,24.720734
79,2010-04-27,29.200001,29.200001,29.200001,29.200001,0,24.11779
80,2010-04-28,29.23,29.23,29.23,29.23,0,24.142568
81,2010-04-29,29.780001,29.780001,29.780001,29.780001,0,24.596842
82,2010-04-30,29.219999,29.219999,29.219999,29.219999,0,24.134308
83,2010-05-03,29.57,29.57,29.57,29.57,0,24.423391
84,2010-05-04,28.75,28.75,28.75,28.75,0,23.746111
85,2010-05-05,28.5,28.5,28.5,28.5,0,23.539623
86,2010-05-06,27.610001,27.610001,27.610001,27.610001,0,22.804527
87,2010-05-07,27,27,27,27,0,22.300696
88,2010-05-10,28.43,28.43,28.43,28.43,0,23.481807
89,2010-05-11,28.290001,28.290001,28.290001,28.290001,0,23.366174
90,2010-05-12,28.84,28.84,28.84,28.84,0,23.820447
91,2010-05-13,28.5,28.5,28.5,28.5,0,23.539623
92,2010-05-14,27.76,27.76,27.76,27.76,0,22.928419
93,2010-05-17,27.76,27.76,27.76,27.76,0,22.928419
94,2010-05-18,27.280001,27.280001,27.280001,27.280001,0,22.531963
95,2010-05-19,27.110001,27.110001,27.110001,27.110001,0,22.391551
96,2010-05-20,26.059999,26.059999,26.059999,26.059999,0,21.524301
97,2010-05-21,26.65,26.65,26.65,26.65,0,22.011612
98,2010-05-24,26.370001,26.370001,26.370001,26.370001,0,21.780347
99,2010-05-25,26.389999,26.389999,26.389999,26.389999,0,21.796865
100,2010-05-26,26.309999,26.309999,26.309999,26.309999,0,21.730789
101,2010-05-27,27.280001,27.280001,27.280001,27.280001,0,22.531963
102,2010-05-28,26.92,26.92,26.92,26.92,0,22.23462
