"Index","Date","Open","High","Low","Close","Volume","Adjusted"
158,2010-08-18,43.299999,43.299999,43.299999,43.299999,0,28.528631
159,2010-08-19,42.5,42.5,42.5,42.5,0,28.001544
160,2010-08-20,42.490002,42.490002,42.490002,42.490002,0,27.994956
161,2010-08-23,42.119999,42.119999,42.119999,42.119999,0,27.751176
162,2010-08-24,41.299999,41.299999,41.299999,41.299999,0,27.210911
163,2010-08-25,41.639999,41.639999,41.639999,41.639999,0,27.434924
164,2010-08-26,41.400002,41.400002,41.400002,41.400002,0,27.276799
165,2010-08-27,42.099998,42.099998,42.099998,42.099998,0,27.737999
166,2010-08-30,41.5,41.5,41.5,41.5,0,27.342684
167,2010-08-31,41.720001,41.720001,41.720001,41.720001,0,27.487634
168,2010-09-01,43.02,43.02,43.02,43.02,0,28.344151
169,2010-09-02,43.560001,43.560001,43.560001,43.560001,0,28.699936
170,2010-09-03,44.310001,44.310001,44.310001,44.310001,0,29.194081
171,2010-09-07,43.68,43.68,43.68,43.68,0,28.778998
172,2010-09-08,44.029999,44.029999,44.029999,44.029999,0,29.009598
173,2010-09-09,44.130001,44.130001,44.130001,44.130001,0,29.075486
174,2010-09-10,44.470001,44.470001,44.470001,44.470001,0,29.299498
175,2010-09-13,45.189999,45.189999,45.189999,45.189999,0,29.773876
176,2010-09-14,45.029999,45.029999,45.029999,45.029999,0,29.668458
177,2010-09-15,45.130001,45.130001,45.130001,45.130001,0,29.734346
178,2010-09-16,44.990002,44.990002,44.990002,44.990002,0,29.642106
179,2010-09-17,45.18,45.18,45.18,45.18,0,29.767288
180,2010-09-20,46.240002,46.240002,46.240002,46.240002,0,30.465681
181,2010-09-21,46.27,46.27,46.27,46.27,0,30.485446
182,2010-09-22,45.799999,45.799999,45.799999,45.799999,0,30.175781
183,2010-09-23,45.73,45.73,45.73,45.73,0,30.129661
184,2010-09-24,46.959999,46.959999,46.959999,46.959999,0,30.940058
185,2010-09-27,47.009998,47.009998,47.009998,47.009998,0,30.973
186,2010-09-28,47.25,47.25,47.25,47.25,0,31.131128
187,2010-09-29,47.240002,47.240002,47.240002,47.240002,0,31.12454
188,2010-09-30,47,47,47,47,0,30.966413
189,2010-10-01,47,47,47,47,0,30.966413
190,2010-10-04,46.709999,46.709999,46.709999,46.709999,0,30.775343
191,2010-10-05,47.700001,47.700001,47.700001,47.700001,0,31.427615
192,2010-10-06,47.049999,47.049999,47.049999,47.049999,0,30.999355
193,2010-10-07,47.080002,47.080002,47.080002,47.080002,0,31.019123
194,2010-10-08,47.459999,47.459999,47.459999,47.459999,0,31.269488
195,2010-10-11,47.52,47.52,47.52,47.52,0,31.30902
196,2010-10-12,47.740002,47.740002,47.740002,47.740002,0,31.45397
197,2010-10-13,48.139999,48.139999,48.139999,48.139999,0,31.717513
198,2010-10-14,47.860001,47.860001,47.860001,47.860001,0,31.533033
199,2010-10-15,48.560001,48.560001,48.560001,48.560001,0,31.994235
200,2010-10-18,48.709999,48.709999,48.709999,48.709999,0,32.093063
201,2010-10-19,47.939999,47.939999,47.939999,47.939999,0,31.58574
202,2010-10-20,48.540001,48.540001,48.540001,48.540001,0,31.981058
203,2010-10-21,48.669998,48.669998,48.669998,48.669998,0,32.066708
204,2010-10-22,48.990002,48.990002,48.990002,48.990002,0,32.277545
205,2010-10-25,49.299999,49.299999,49.299999,49.299999,0,32.48179
206,2010-10-26,49.459999,49.459999,49.459999,49.459999,0,32.587208
207,2010-10-27,49.279999,49.279999,49.279999,49.279999,0,32.468613
208,2010-10-28,49.490002,49.490002,49.490002,49.490002,0,32.606975
209,2010-10-29,49.490002,49.490002,49.490002,49.490002,0,32.606975
210,2010-11-01,49.490002,49.490002,49.490002,49.490002,0,32.606975
211,2010-11-02,49.900002,49.900002,49.900002,49.900002,0,32.877107
212,2010-11-03,50.080002,50.080002,50.080002,50.080002,0,32.995702
213,2010-11-04,50.689999,50.689999,50.689999,50.689999,0,33.397605
214,2010-11-05,50.650002,50.650002,50.650002,50.650002,0,33.371252
215,2010-11-08,50.73,50.73,50.73,50.73,0,33.42396
216,2010-11-09,50.32,50.32,50.32,50.32,0,33.153827
217,2010-11-10,50.720001,50.720001,50.720001,50.720001,0,33.417372
218,2010-11-11,50.419998,50.419998,50.419998,50.419998,0,33.219712
219,2010-11-12,49.889999,49.889999,49.889999,49.889999,0,32.870517
220,2010-11-15,49.59,49.59,49.59,49.59,0,32.67286
221,2010-11-16,48.84,48.84,48.84,48.84,0,32.178715
222,2010-11-17,49.18,49.18,49.18,49.18,0,32.402728
223,2010-11-18,50.130001,50.130001,50.130001,50.130001,0,33.028645
224,2010-11-19,50.25,50.25,50.25,50.25,0,33.107707
225,2010-11-22,50.279999,50.279999,50.279999,50.279999,0,33.127472
226,2010-11-23,49.400002,49.400002,49.400002,49.400002,0,32.547678
227,2010-11-24,50.389999,50.389999,50.389999,50.389999,0,33.199947
228,2010-11-26,50.200001,50.200001,50.200001,50.200001,0,33.074765
229,2010-11-29,50.049999,50.049999,50.049999,50.049999,0,32.975935
230,2010-11-30,49.529999,49.529999,49.529999,49.529999,0,32.633328
231,2010-12-01,50.5,50.5,50.5,50.5,0,33.272422
232,2010-12-02,50.900002,50.900002,50.900002,50.900002,0,33.535967
233,2010-12-03,51.169998,51.169998,51.169998,51.169998,0,33.713857
234,2010-12-06,51.490002,51.490002,51.490002,51.490002,0,33.924695
235,2010-12-07,51.48,51.48,51.48,51.48,0,33.918105
236,2010-12-08,51.41,51.41,51.41,51.41,0,33.871985
237,2010-12-09,51.650002,51.650002,51.650002,51.650002,0,34.030112
238,2010-12-10,51.849998,51.849998,51.849998,51.849998,0,34.161882
239,2010-12-13,51.75,51.75,51.75,51.75,0,34.095997
240,2010-12-14,51.709999,51.709999,51.709999,51.709999,0,34.069642
241,2010-12-15,51.130001,51.130001,51.130001,51.130001,0,33.884086
242,2010-12-16,51.259998,51.259998,51.259998,51.259998,0,33.970236
243,2010-12-17,51.27,51.27,51.27,51.27,0,33.976864
244,2010-12-20,51.5,51.5,51.5,51.5,0,34.129286
245,2010-12-21,52.009998,52.009998,52.009998,52.009998,0,34.467264
246,2010-12-22,51.959999,51.959999,51.959999,51.959999,0,34.43413
247,2010-12-23,51.759998,51.759998,51.759998,51.759998,0,34.301588
248,2010-12-27,51.810001,51.810001,51.810001,51.810001,0,34.334726
249,2010-12-28,51.66,51.66,51.66,51.66,0,34.235319
250,2010-12-29,51.82,51.82,51.82,51.82,0,34.341351
251,2010-12-30,51.790001,51.790001,51.790001,51.790001,0,34.321471
252,2010-12-31,51.720001,51.720001,51.720001,51.720001,0,34.275082
253,2011-01-03,52.41,52.41,52.41,52.41,0,34.732347
254,2011-01-04,52.700001,52.700001,52.700001,52.700001,0,34.924532
255,2011-01-05,53.189999,53.189999,53.189999,53.189999,0,35.249256
256,2011-01-06,52.98,52.98,52.98,52.98,0,35.110089
257,2011-01-07,52.91,52.91,52.91,52.91,0,35.0637
258,2011-01-10,52.900002,52.900002,52.900002,52.900002,0,35.057074
259,2011-01-11,52.959999,52.959999,52.959999,52.959999,0,35.096834
260,2011-01-12,52.880001,52.880001,52.880001,52.880001,0,35.043819
261,2011-01-13,52.939999,52.939999,52.939999,52.939999,0,35.08358
262,2011-01-14,53.16,53.16,53.16,53.16,0,35.229376
263,2011-01-18,53.540001,53.540001,53.540001,53.540001,0,35.481204
264,2011-01-19,52.950001,52.950001,52.950001,52.950001,0,35.090208
265,2011-01-20,52.77,52.77,52.77,52.77,0,34.970921
266,2011-01-21,52.709999,52.709999,52.709999,52.709999,0,34.931158
267,2011-01-24,53.189999,53.189999,53.189999,53.189999,0,35.249256
268,2011-01-25,53.200001,53.200001,53.200001,53.200001,0,35.255885
269,2011-01-26,53.48,53.48,53.48,53.48,0,35.441441
270,2011-01-27,53.919998,53.919998,53.919998,53.919998,0,35.73303
271,2011-01-28,52.700001,52.700001,52.700001,52.700001,0,34.924532
272,2011-01-31,52.700001,52.700001,52.700001,52.700001,0,34.924532
273,2011-02-01,53.900002,53.900002,53.900002,53.900002,0,35.719778
274,2011-02-02,54.139999,54.139999,54.139999,54.139999,0,35.878826
275,2011-02-03,54.419998,54.419998,54.419998,54.419998,0,36.064382
276,2011-02-04,54.77,54.77,54.77,54.77,0,36.296331
277,2011-02-07,54.959999,54.959999,54.959999,54.959999,0,36.422243
278,2011-02-08,55.32,55.32,55.32,55.32,0,36.660818
279,2011-02-09,55.639999,55.639999,55.639999,55.639999,0,36.872883
280,2011-02-10,55.84,55.84,55.84,55.84,0,37.005424
281,2011-02-11,56.360001,56.360001,56.360001,56.360001,0,37.350031
282,2011-02-14,56.400002,56.400002,56.400002,56.400002,0,37.37654
283,2011-02-15,56.299999,56.299999,56.299999,56.299999,0,37.310268
284,2011-02-16,56.52,56.52,56.52,56.52,0,37.456064
285,2011-02-17,56.5,56.5,56.5,56.5,0,37.442809
286,2011-02-18,56.490002,56.490002,56.490002,56.490002,0,37.436183
287,2011-02-22,54.869999,54.869999,54.869999,54.869999,0,36.3626
288,2011-02-23,54.060001,54.060001,54.060001,54.060001,0,35.825811
289,2011-02-24,54.490002,54.490002,54.490002,54.490002,0,36.110774
290,2011-02-25,55.189999,55.189999,55.189999,55.189999,0,36.574665
291,2011-02-28,55.32,55.32,55.32,55.32,0,36.660818
292,2011-03-01,54.450001,54.450001,54.450001,54.450001,0,36.084265
293,2011-03-02,54.560001,54.560001,54.560001,54.560001,0,36.157163
294,2011-03-03,55.48,55.48,55.48,55.48,0,36.76685
295,2011-03-04,55.23,55.23,55.23,55.23,0,36.601174
296,2011-03-07,54.610001,54.610001,54.610001,54.610001,0,36.190298
297,2011-03-08,54.93,54.93,54.93,54.93,0,36.402363
298,2011-03-09,54.860001,54.860001,54.860001,54.860001,0,36.355974
299,2011-03-10,53.98,53.98,53.98,53.98,0,35.772793
300,2011-03-11,54.450001,54.450001,54.450001,54.450001,0,36.084265
301,2011-03-14,54.07,54.07,54.07,54.07,0,35.832437
302,2011-03-15,53.299999,53.299999,53.299999,53.299999,0,35.322154
303,2011-03-16,52.360001,52.360001,52.360001,52.360001,0,34.699213
304,2011-03-17,52.75,52.75,52.75,52.75,0,34.957667
305,2011-03-18,52.77,52.77,52.77,52.77,0,34.970921
306,2011-03-21,53.299999,53.299999,53.299999,53.299999,0,35.322154
307,2011-03-22,53.25,53.25,53.25,53.25,0,35.289019
308,2011-03-23,53.650002,53.650002,53.650002,53.650002,0,35.554102
309,2011-03-24,54.490002,54.490002,54.490002,54.490002,0,36.110774
310,2011-03-25,54.68,54.68,54.68,54.68,0,36.236687
311,2011-03-28,54.419998,54.419998,54.419998,54.419998,0,36.064382
312,2011-03-29,54.91,54.91,54.91,54.91,0,36.389109
313,2011-03-30,55.43,55.43,55.43,55.43,0,36.733715
314,2011-03-31,55.439999,55.439999,55.439999,55.439999,0,36.740341
315,2011-04-01,55.849998,55.849998,55.849998,55.849998,0,37.01205
316,2011-04-04,56.060001,56.060001,56.060001,56.060001,0,37.15122
317,2011-04-05,55.830002,55.830002,55.830002,55.830002,0,36.998798
318,2011-04-06,55.759998,55.759998,55.759998,55.759998,0,36.952407
319,2011-04-07,55.91,55.91,55.91,55.91,0,37.051813
320,2011-04-08,56.07,56.07,56.07,56.07,0,37.157846
321,2011-04-11,55.939999,55.939999,55.939999,55.939999,0,37.071694
322,2011-04-12,55.349998,55.349998,55.349998,55.349998,0,36.680698
323,2011-04-13,55.889999,55.889999,55.889999,55.889999,0,37.038559
324,2011-04-14,55.84,55.84,55.84,55.84,0,37.005424
325,2011-04-15,55.869999,55.869999,55.869999,55.869999,0,37.025305
326,2011-04-18,55.580002,55.580002,55.580002,55.580002,0,36.833122
327,2011-04-19,56.09,56.09,56.09,56.09,0,37.1711
328,2011-04-20,57.009998,57.009998,57.009998,57.009998,0,37.780787
329,2011-04-21,57.23,57.23,57.23,57.23,0,37.926583
330,2011-04-25,57.389999,57.389999,57.389999,57.389999,0,38.032616
331,2011-04-26,57.57,57.57,57.57,57.57,0,38.151903
332,2011-04-27,57.919998,57.919998,57.919998,57.919998,0,38.383848
333,2011-04-28,57.939999,57.939999,57.939999,57.939999,0,38.397103
334,2011-04-29,58.18,58.18,58.18,58.18,0,38.556153
335,2011-05-02,58.16,58.16,58.16,58.16,0,38.542899
336,2011-05-03,57.560001,57.560001,57.560001,57.560001,0,38.145277
337,2011-05-04,57.02,57.02,57.02,57.02,0,37.787416
338,2011-05-05,56.849998,56.849998,56.849998,56.849998,0,37.674755
339,2011-05-06,57.200001,57.200001,57.200001,57.200001,0,37.906703
340,2011-05-09,57.299999,57.299999,57.299999,57.299999,0,37.972972
341,2011-05-10,57.740002,57.740002,57.740002,57.740002,0,38.264564
342,2011-05-11,57.259998,57.259998,57.259998,57.259998,0,37.946464
343,2011-05-12,57.27,57.27,57.27,57.27,0,37.953092
344,2011-05-13,56.470001,56.470001,56.470001,56.470001,0,37.422929
345,2011-05-16,55.740002,55.740002,55.740002,55.740002,0,36.939155
346,2011-05-17,55.84,55.84,55.84,55.84,0,37.005424
347,2011-05-18,56.360001,56.360001,56.360001,56.360001,0,37.350031
348,2011-05-19,56.830002,56.830002,56.830002,56.830002,0,37.661503
349,2011-05-20,56.810001,56.810001,56.810001,56.810001,0,37.648248
350,2011-05-23,55.91,55.91,55.91,55.91,0,37.051813
351,2011-05-24,55.799999,55.799999,55.799999,55.799999,0,36.978915
352,2011-05-25,55.990002,55.990002,55.990002,55.990002,0,37.104831
353,2011-05-26,56.360001,56.360001,56.360001,56.360001,0,37.350031
354,2011-05-27,56.790001,56.790001,56.790001,56.790001,0,37.634994
355,2011-05-31,57.32,57.32,57.32,57.32,0,37.986227
356,2011-06-01,56.389999,56.389999,56.389999,56.389999,0,37.369911
357,2011-06-02,56.810001,56.810001,56.810001,56.810001,0,37.648248
358,2011-06-03,55.77,55.77,55.77,55.77,0,36.959035
359,2011-06-06,55.040001,55.040001,55.040001,55.040001,0,36.475261
360,2011-06-07,55.07,55.07,55.07,55.07,0,36.495141
361,2011-06-08,54.419998,54.419998,54.419998,54.419998,0,36.064382
362,2011-06-09,54.470001,54.470001,54.470001,54.470001,0,36.09752
363,2011-06-10,53.57,53.57,53.57,53.57,0,35.501085
364,2011-06-13,53.48,53.48,53.48,53.48,0,35.441441
365,2011-06-14,54.209999,54.209999,54.209999,54.209999,0,35.925215
366,2011-06-15,53.27,53.27,53.27,53.27,0,35.302274
367,2011-06-16,52.889999,52.889999,52.889999,52.889999,0,35.050445
368,2011-06-17,52.889999,52.889999,52.889999,52.889999,0,35.050445
369,2011-06-20,52.970001,52.970001,52.970001,52.970001,0,35.103463
370,2011-06-21,54.380001,54.380001,54.380001,54.380001,0,36.037876
371,2011-06-22,53.869999,53.869999,53.869999,53.869999,0,35.699895
372,2011-06-23,53.869999,53.869999,53.869999,53.869999,0,35.699895
373,2011-06-24,53.490002,53.490002,53.490002,53.490002,0,35.448069
374,2011-06-27,54.259998,54.259998,54.259998,54.259998,0,35.95835
375,2011-06-28,55,55,55,55,0,36.448752
376,2011-06-29,55.360001,55.360001,55.360001,55.360001,0,36.687326
377,2011-06-30,56.099998,56.099998,56.099998,56.099998,0,37.177726
378,2011-07-01,57.09,57.09,57.09,57.09,0,37.833805
379,2011-07-05,57.459999,57.459999,57.459999,57.459999,0,38.079005
380,2011-07-06,57.41,57.41,57.41,57.41,0,38.04587
381,2011-07-07,57.98,57.98,57.98,57.98,0,38.423612
382,2011-07-08,57.639999,57.639999,57.639999,57.639999,0,38.198292
383,2011-07-11,56.389999,56.389999,56.389999,56.389999,0,37.369911
384,2011-07-12,56.02,56.02,56.02,56.02,0,37.124711
385,2011-07-13,56.610001,56.610001,56.610001,56.610001,0,37.515707
386,2011-07-14,56.049999,56.049999,56.049999,56.049999,0,37.144592
387,2011-07-15,56.630001,56.630001,56.630001,56.630001,0,37.528961
388,2011-07-18,56.119999,56.119999,56.119999,56.119999,0,37.190981
389,2011-07-19,56.889999,56.889999,56.889999,56.889999,0,37.701264
390,2011-07-20,56.720001,56.720001,56.720001,56.720001,0,37.588605
391,2011-07-21,57.099998,57.099998,57.099998,57.099998,0,37.840431
392,2011-07-22,57.59,57.59,57.59,57.59,0,38.165157
393,2011-07-25,57.310001,57.310001,57.310001,57.310001,0,37.979601
394,2011-07-26,57.73,57.73,57.73,57.73,0,38.257936
395,2011-07-27,56.799999,56.799999,56.799999,56.799999,0,37.64162
396,2011-07-28,56.360001,56.360001,56.360001,56.360001,0,37.350031
397,2011-07-29,56.09,56.09,56.09,56.09,0,37.1711
398,2011-08-01,55.959999,55.959999,55.959999,55.959999,0,37.084948
399,2011-08-02,54.16,54.16,54.16,54.16,0,35.89208
400,2011-08-03,54.740002,54.740002,54.740002,54.740002,0,36.27645
401,2011-08-04,52.080002,52.080002,52.080002,52.080002,0,34.513656
402,2011-08-05,51.84,51.84,51.84,51.84,0,34.354606
