Date,Close,Low,High
2/1/2017,8.97 ,8.83 ,9.05
1/1/2017,8.82 ,8.47 ,8.86
12/1/2016,8.47 ,8.30 ,8.58
11/1/2016,8.32 ,8.23 ,8.50
10/1/2016,8.50 ,8.43 ,8.68
9/1/2016,8.65 ,8.48 ,8.81
8/1/2016,8.56 ,8.33 ,8.68
7/1/2016,8.47 ,7.91 ,8.47
6/1/2016,8.06 ,7.63 ,8.42
5/1/2016,8.23 ,7.99 ,8.30
4/1/2016,8.32 ,7.90 ,8.40
3/1/2016,8.13 ,7.64 ,8.16
2/1/2016,7.54 ,7.19 ,7.65
