Date,Close,Low,High
2/1/2017,19.21 ,18.53 ,19.29
1/1/2017,18.53 ,18.32 ,18.70
12/1/2016,18.17 ,17.75 ,18.43
11/1/2016,17.82 ,16.73 ,17.95
10/1/2016,17.06 ,17.05 ,17.40
9/1/2016,17.43 ,17.05 ,17.56
8/1/2016,17.40 ,17.21 ,17.52
7/1/2016,17.36 ,16.60 ,17.36
6/1/2016,16.69 ,15.88 ,16.88
5/1/2016,16.66 ,16.15 ,16.66
4/1/2016,16.36 ,16.11 ,16.63
3/1/2016,16.26 ,15.55 ,16.28
2/1/2016,15.20 ,14.29 ,15.31
